locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
MBURv2_20412,broad specificity 5'(3')-nucleotidase and polyphosphatase,77,53
MBURv2_20413,L-isoaspartate protein carboxylmethyltransferase type II,87,55
MBURv2_20414,conserved membrane protein of unknown function,69,83
MBURv2_20415,Ribose-5-phosphate isomerase A,193,197
MBURv2_20416,putative ferredoxin 2fe-2s protein,233,296
MBURv2_20417,ATP-dependent RNA helicase SrmB,45,43
MBURv2_20418,putative membrane protein,98,119
MBURv2_20419,Rhomboid family protein,100,100
MBURv2_20420,conserved protein of unknown function,255,216
MBURv2_20421,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC,66,58
MBURv2_20422,conserved membrane protein of unknown function,299,282
MBURv2_20423,N-(5'-phosphoribosyl)anthranilate isomerase (PRAI),158,247
MBURv2_20424,"tryptophan synthase, beta subunit",227,200
MBURv2_20425,tryptophan synthase alpha chain,274,263
MBURv2_20426,"acetyl-CoA carboxylase, beta (carboxyltranferase) subunit",416,338
MBURv2_20427,bifunctional folylpolyglutamate synthase and dihydrofolate synthase,177,155
MBURv2_20428,putative Sporulation domain protein,179,151
MBURv2_20429,membrane protein required for colicin V production,181,146
MBURv2_20430,amidophosphoribosyltransferase,227,219
MBURv2_20431,o-acylhomoserine sulfhydrylase,256,196
MBURv2_20432,conserved exported protein of unknown function,590,587
MBURv2_20433,40-residue YVTN family beta-propeller repeat protein,109,109
MBURv2_20434,protein of unknown function,159,123
MBURv2_20435,NhaP-type Na+(K+)/H+ antiporter,122,144
MBURv2_20436,protein of unknown function,23,68
MBURv2_20437,FeS assembly SUF system protein SufT,55,74
MBURv2_20438,putative oxoacyl-(acyl carrier protein) reductase,53,61
MBURv2_20439,Phosphoglycolate phosphatase 2,46,46
MBURv2_20440,bifunctional 3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase,122,97
MBURv2_20441,5-methylthioadenosine/S-adenosylhomocysteine deaminase,51,46
MBURv2_20442,Methylthioribose-1-phosphate isomerase,25,28
MBURv2_20443,conserved membrane protein of unknown function,63,54
MBURv2_20444,protein of unknown function,75,91
MBURv2_20445,"Glutathione S-transferase, N-terminal domain protein",42,56
MBURv2_20446,conserved protein of unknown function,195,249
MBURv2_20447,conserved protein of unknown function,253,211
MBURv2_20448,conserved protein of unknown function,107,112
MBURv2_20449,Beta-lactamase-like,107,112
MBURv2_20450,Poly(3-hydroxybutyrate) depolymerase-like protein,261,272
MBURv2_20451,conserved exported protein of unknown function,596,609
MBURv2_20452,Ethyl tert-butyl ether degradation EthD,396,418
MBURv2_20453,"Transcriptional regulator, LysR family",114,112
MBURv2_20454,Peptide deformylase 2,289,275
MBURv2_20455,conserved membrane protein of unknown function,76,91
MBURv2_20456,conserved protein of unknown function,7,5
MBURv2_20457,Monofunctional biosynthetic peptidoglycan transglycosylase,49,45
MBURv2_20458,Cytochrome c family protein,242,288
MBURv2_20459,protein of unknown function,9,8
MBURv2_20460,putative methyltransferase,23,31
MBURv2_20461,conserved protein of unknown function,13,22
MBURv2_20462,conserved exported protein of unknown function,75,86
MBURv2_20463,D-Ala-D-Ala carboxypeptidase 3 (S13),18,22
MBURv2_20464,L-serine dehydratase 3,82,92
MBURv2_20465,Outer membrane protein assembly factor BamD,114,108
MBURv2_20466,23S rRNA pseudouridine synthase,26,32
MBURv2_20467,conserved hypothetical protein,18,55
MBURv2_20468,Zinc/iron permease,67,57
MBURv2_20469,Phosphoglucomutase,460,466
MBURv2_20470,ErfK/YbiS/YcfS/YnhG family protein,2636,2562
MBURv2_20471,putative lipoprotein,12157,9572
MBURv2_20472,"putative L,D-transpeptidase ErfK/SrfK",197,207
MBURv2_20473,Recombination-associated protein RdgC,98,115
MBURv2_20474,T/U mismatch-specific DNA glycosylase,120,154
MBURv2_20475,conserved exported protein of unknown function,185,194
MBURv2_20476,conserved protein of unknown function,312,344
MBURv2_20477,DNA polymerase IV 3,135,136
MBURv2_20478,Lipase,251,176
MBURv2_20479,conserved protein of unknown function,243,264
MBURv2_20480,site-specific tyrosine recombinase,42,43
MBURv2_20481,conserved protein of unknown function,81,106
MBURv2_20482,diaminopimelate epimerase,57,58
MBURv2_20483,diaminopimelate decarboxylase,97,102
MBURv2_20484,conserved exported protein of unknown function,44,68
MBURv2_20485,"putative TRAP dicarboxylate transporter, DctM subunit",49,37
MBURv2_20486,"putative TRAP C4-dicarboxylate transport system, DctQ subunit",20,34
MBURv2_20487,conserved exported protein of unknown function,258,214
MBURv2_20488,conserved membrane protein of unknown function,55,75
MBURv2_20489,protein of unknown function,10,15
MBURv2_20490,protein of unknown function,98,98
MBURv2_20491,conserved protein of unknown function,71,29
MBURv2_20492,Peptidase M23,104,73
MBURv2_20493,protein of unknown function,246,175
MBURv2_20494,conserved protein of unknown function,249,221
MBURv2_20495,conserved exported protein of unknown function,171,191
MBURv2_20496,conserved protein of unknown function,224,220
MBURv2_20497,putative Fimbrial protein pilin similar to FimU,210,165
MBURv2_20498,Pilus assembly protein,113,125
MBURv2_20499,Uncharacterized 14.9 kDa protein in rep-hol intergenic region,20,17
MBURv2_20500,conserved protein of unknown function,12,14
MBURv2_20501,protein of unknown function,64,37
MBURv2_30001,protein of unknown function,0,0
MBURv2_30002,Adenine phosphoribosyltransferase (fragment),0,0
MBURv2_30003,protein of unknown function,0,0
MBURv2_30004,protein of unknown function,0,0
MBURv2_30005,protein of unknown function,0,0
MBURv2_30006,exported protein of unknown function,0,0
MBURv2_30007,protein of unknown function,0,0
MBURv2_30008,Cobyrinic acid ac-diamide synthase,132,177
MBURv2_30009,CHAD domain containing protein,129,155
MBURv2_30010,"putative phosphohistidine phosphatase, SixA",91,84
MBURv2_30011,"ABC-type phosphate transport system, periplasmic component",31,49
MBURv2_30012,"putative ABC-type phosphate transport system, permease component",39,37
MBURv2_30013,"putative ABC-type phosphate transport system, auxiliary and permease component",48,48
MBURv2_30014,phosphate transporter subunit ; ATP-binding component of ABC superfamily,51,66
MBURv2_30015,negative regulator of PhoR/PhoB two-component regulator,48,66
MBURv2_30016,conserved protein of unknown function,67,67
MBURv2_30017,phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase,79,76
MBURv2_30018,fused IMP cyclohydrolase ; phosphoribosylaminoimidazolecarboxamide formyltransferase,121,120
MBURv2_30019,"DNA-binding protein for site-specific recombination, transcription of rRNA and tRNA operons and DNA replication",138,110
MBURv2_30020,tRNA-dihydrouridine synthase B,45,38
MBURv2_30021,protein of unknown function,49,77
MBURv2_30022,conserved protein of unknown function,158,143
MBURv2_30023,protein of unknown function,190,161
MBURv2_30024,Methyltransferase small,56,68
MBURv2_30025,conserved protein of unknown function,45,41
MBURv2_30026,methylase for 50S ribosomal subunit protein L11,163,152
MBURv2_30027,"acetyl-CoA carboxylase, biotin carboxylase subunit",429,388
MBURv2_30028,"acetyl CoA carboxylase, BCCP subunit",540,507
MBURv2_30029,"3-dehydroquinate dehydratase, type II",559,490
MBURv2_30030,Redoxin domain protein,68,92
MBURv2_30031,Thiol:disulfide interchange protein DsbD,78,73
MBURv2_30032,Divalent-cation tolerance protein CutA,77,65
MBURv2_30033,FxsA cytoplasmic membrane protein,157,107
MBURv2_30034,conserved protein of unknown function,1865,1872
MBURv2_30035,DNA-dependent ATPase I and helicase II,70,62
MBURv2_30036,conserved protein of unknown function,108,61
MBURv2_30037,putative Ribonuclease T(1),139,174
MBURv2_30038,"nitrate reductase, large subunit",68,48
MBURv2_30039,putative FAD-dependent pyridine nucleotide-disulphide oxidoreductase; nitrate or nitrite reductase subunit,93,48
MBURv2_30040,conserved exported protein of unknown function,128,102
MBURv2_30041,"Nitrate ABC transporter, ATPase subunits C and D",66,66
MBURv2_30042,Binding-protein-dependent transport systems inner membrane component,83,74
MBURv2_30043,Tat pathway signal sequence domain protein,117,126
MBURv2_30044,protein of unknown function,80,23
MBURv2_30045,Diguanylate cyclase,20,21
MBURv2_30046,putative two-component sensor histidine kinase,74,79
MBURv2_30047,putative two-component hybrid sensor and regulator,65,73
MBURv2_30048,cysteine synthase B (O-acetylserine sulfhydrolase B),62,87
MBURv2_30049,conserved exported protein of unknown function,56,48
MBURv2_30050,conserved exported protein of unknown function,219,206
MBURv2_30051,23S rRNA (Uracil-5-)-methyltransferase(23S rRNA(M- 5-U1939)-methyltransferase),152,152
MBURv2_30052,conserved protein of unknown function,239,263
MBURv2_30053,conserved hypothetical protein,117,123
MBURv2_30054,pseudouridylate synthase I,77,67
MBURv2_30055,Para-aminobenzoate synthase component 1,28,24
MBURv2_30056,Aspartate/glutamate/uridylate kinase,28,54
MBURv2_30057,conserved protein of unknown function,100,105
MBURv2_30058,conserved exported protein of unknown function,587,428
MBURv2_30059,conserved protein of unknown function,80,69
MBURv2_30060,GTP-binding protein HSR1-related protein,79,67
MBURv2_30061,protein of unknown function,53,46
MBURv2_30062,conserved protein of unknown function,54,50
MBURv2_30063,putative nucleic acid-binding protein,93,78
MBURv2_30064,N-6 DNA methylase,9,12
MBURv2_30065,N-6 DNA methylase,6,5
MBURv2_30066,putative Restriction modification system DNA specificity domain-containing protein,11,12
MBURv2_30067,HsdR family type I site-specific deoxyribonuclease,20,17
MBURv2_30068,protein of unknown function,15,17
MBURv2_30069,Serine/threonine-protein kinase HipA,30,22
MBURv2_30070,conserved protein of unknown function,61,37
MBURv2_30071,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,74,75
MBURv2_30072,Glyoxalase/bleomycin resistance protein/ring-cleaving dioxygenase,114,133
MBURv2_30073,Malto-oligosyltrehalose trehalohydrolase,171,156
MBURv2_30074,transcription-repair coupling factor,40,30
MBURv2_30075,RES domain protein,54,46
MBURv2_30076,conserved protein of unknown function,93,69
MBURv2_30077,conserved protein of unknown function,20,18
MBURv2_30078,TRAP dicarboxylate transporter-DctM subunit,17,16
MBURv2_30079,TRAP C4-dicarboxylate transporter,16,26
MBURv2_30080,"Extracellular solute-binding protein, family 7",37,50
MBURv2_30081,conserved exported protein of unknown function,31,47
MBURv2_30082,conserved protein of unknown function,16,3
MBURv2_30083,putative polyketide synthase; enediyne polyketide synthase,9,10
MBURv2_30084,Enediyne biosynthesis protein UnbU,8,18
MBURv2_30085,conserved exported protein of unknown function,20,20
MBURv2_30086,conserved protein of unknown function,16,8
MBURv2_30087,conserved exported protein of unknown function,46,37
MBURv2_30088,transposase,32,63
MBURv2_30089,conserved membrane protein of unknown function,36,31
MBURv2_30090,formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase,30,30
MBURv2_30091,ABC-type uncharacterized transport system,46,39
MBURv2_30092,ABC-2 type transporter,64,64
MBURv2_30093,Uncharacterized transporter HI_0608,42,31
MBURv2_30094,Phosphatidylserine decarboxylase proenzyme,41,33
MBURv2_30095,Type III secretion exporter,50,24
MBURv2_30096,NADPH-dependent 7-cyano-7-deazaguanine reductase,78,92
MBURv2_30097,Chromosome partition protein Smc,101,89
MBURv2_30098,Cell division protein ZipA,477,544
MBURv2_30099,Metal-binding protein smbP (Modular protein),7259,7063
MBURv2_30100,conserved protein of unknown function,95,138
MBURv2_30101,1-aminocyclopropane-1-carboxylate deaminase,53,75
MBURv2_30102,Methyltransferase type 11,94,91
MBURv2_30103,polyphosphate kinase,62,68
MBURv2_30104,Dihydropteroate synthase,71,112
MBURv2_30105,Flavoprotein,89,90
MBURv2_30106,conserved protein of unknown function,77,70
MBURv2_30107,conserved protein of unknown function,72,39
MBURv2_30108,conserved protein of unknown function,63,59
MBURv2_30109,Sodium:dicarboxylate symporter,101,66
MBURv2_30110,dihydrodipicolinate synthase,112,81
MBURv2_30111,conserved exported protein of unknown function,76,95
MBURv2_30112,phosphoribosylformyl-glycineamide synthetase,64,53
MBURv2_30113,Heat shock protein Hsp20,904,940
MBURv2_30114,D-alanyl-D-alanine dipeptidase,55,35
MBURv2_30115,Integrase/recombinase,16,23
MBURv2_30116,protein of unknown function,29,8
MBURv2_30117,conserved protein of unknown function,36,27
MBURv2_30118,Cytochrome c peroxidase (fragment),31,49
MBURv2_30119,Cytochrome c domain protein (fragment),15,2
MBURv2_30120,conserved protein of unknown function,19,15
MBURv2_30121,conserved protein of unknown function,14,15
MBURv2_30122,"CRISPR-associated protein, Csm1 family",23,26
MBURv2_30123,protein of unknown function,2,7
MBURv2_30124,conserved protein of unknown function,8,21
MBURv2_30125,"CRISPR-associated protein, Csm2 family (fragment)",23,64
MBURv2_30126,"CRISPR-associated RAMP protein, Csm3 family",32,30
MBURv2_30127,conserved protein of unknown function,31,29
MBURv2_30128,conserved protein of unknown function,46,56
MBURv2_30129,conserved protein of unknown function,28,33
MBURv2_30130,Adenosine deaminase,9,6
MBURv2_30131,conserved protein of unknown function,20,22
MBURv2_30132,protein of unknown function,276,284
MBURv2_30133,conserved exported protein of unknown function,880,970
MBURv2_30134,CRISPR-associated endoribonuclease Cas2 1,0,0
MBURv2_30135,CRISPR-associated endonuclease Cas1,2,3
MBURv2_30136,conserved protein of unknown function,0,5
MBURv2_30137,CRISPR-associated endoribonuclease Cas2,0,4
MBURv2_30138,conserved protein of unknown function,14,16
MBURv2_30139,"Excinuclease ABC, C subunit domain protein",0,20
MBURv2_30140,Argininosuccinate synthase,135,135
MBURv2_30141,conserved protein of unknown function,323,327
MBURv2_30142,conserved exported protein of unknown function,4949,4922
MBURv2_30143,conserved protein of unknown function,0,0
MBURv2_30144,conserved protein of unknown function,0,0
MBURv2_30145,conserved protein of unknown function,0,0
MBURv2_30146,3-isopropylmalate dehydrogenase,63,60
MBURv2_30147,(R)-citramalate synthase,52,38
MBURv2_30148,putative Histidine kinase,40,36
MBURv2_30149,conserved protein of unknown function,37,46
MBURv2_30150,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase ; Precorrin-2 dehydrogenase ; Sirohydrochlorin ferrochelat,23,17
MBURv2_30151,conserved protein of unknown function,27,21
MBURv2_30152,conserved protein of unknown function,23,19
MBURv2_30153,Cobalamin (Vitamin B12) biosynthesis CbiG protein,34,22
MBURv2_30154,Cobalamin biosynthesis protein,20,24
MBURv2_30155,Precorrin-2 C20-methyltransferase,29,20
MBURv2_30156,"Precorrin-6y C5,15-methyltransferase (Decarboxylating), CbiE subunit",27,16
MBURv2_30157,putative cobalt-precorrin-6A synthase [deacetylating],28,20
MBURv2_30158,Cobalt-precorrin-8X methylmutase,37,26
MBURv2_30159,CbiX protein,20,19
MBURv2_30160,putative cobalt-precorrin-4 C(11)-methyltransferase,37,14
MBURv2_30161,"Cobyrinic acid A,C-diamide synthase",22,17
MBURv2_30162,"Cobalt transporter, subunit CbtA",49,26
MBURv2_30163,conserved protein of unknown function,102,81
MBURv2_30164,transposase (fragment),7,11
MBURv2_30165,transposase,0,1
MBURv2_30166,protein of unknown function,0,8
MBURv2_30167,putative reverse transcriptase,0,0
MBURv2_30168,protein of unknown function,9,0
MBURv2_30169,Linear gramicidin synthase subunit D [Includes: ATP-dependent D-leucine adenylase ; Leucine racemase [ATP-hydrolyzing] ; ATP-dep,4,1
MBURv2_30170,TonB-dependent siderophore receptor,27,29
MBURv2_30171,putative Sulfotransferase,106,111
MBURv2_30172,transposase (fragment),170,179
MBURv2_30173,transposase (fragment),85,116
MBURv2_30174,conserved protein of unknown function,20,29
MBURv2_30175,putative 4'-phosphopantetheinyl transferase HetI,10,7
MBURv2_30176,conserved protein of unknown function,77,93
MBURv2_30177,conserved protein of unknown function,230,203
MBURv2_30178,conserved protein of unknown function,244,200
MBURv2_30179,protein of unknown function,0,0
